label,Issue_KEY,Commit_SHA,Issue_Text,Commit_Text,Commit_Code
0,BAHIR-42,c98dd0feefa79c70be65de06a411a2f9c4fc42dc,Refactor sql-streaming-mqtt examples to follow other projects pattern  ,"[BAHIR-39] Add SQL Streaming MQTT support

This provides support for using MQTT sources for
the new Spark Structured Streaming. This uses
MQTT client persistence layer to provide minimal
fault tolerance.

Closes #13", MODIFY pom.xml ADD README.md ADD pom.xml ADD assembly.xml ADD JavaMQTTStreamWordCount.java main ADD org.apache.spark.sql.sources.DataSourceRegister ADD MQTTStreamSource.scala stop connectionLost messageArrived fetchLastProcessedOffset createSource initialize deliveryComplete getBatch shortName sourceSchema connectComplete e ADD MessageStore.scala get this ADD MQTTStreamWordCount.scala main ADD BahirUtils.scala postVisitDirectory visitFile recursiveDeleteDir ADD Logging.scala ADD log4j.properties ADD LocalMessageStoreSuite.scala ADD MQTTStreamSourceSuite.scala createStreamingDataframe writeStreamResults readBackStreamingResults ADD MQTTTestUtils.scala setup publishData teardown findFreePort
1,BAHIR-19,13b127593e79debfbc97a9c1215198c780df50a4,Create Bahir source distribution  ,"[BAHIR-19] Create source distribution assembly

Add assemblie to create Bahir source release distribution", ADD pom.xml ADD src.xml MODIFY pom.xml
0,BAHIR-122,a70ff538ac48ac1576984304d273e7a1f25fc2a6,"[PubSub] Make ""ServiceAccountCredentials"" really broadcastable The origin implementation broadcast the key file path to Spark cluster, then the executor read key file with the broadcasted path. Which is absurd, if you are using a shared Spark cluster in a group/company, you certainly not want to (and have no right to) put your key file on each instance of the cluster.

If you store the key file on driver node and submit your job to a remote cluster. You would get the following warning:
{{WARN ReceiverTracker: Error reported by receiver for stream 0: Failed to pull messages - java.io.FileNotFoundException}}","[BAHIR-125] Update Bahir parent pom

- Default build using JAVA 8
- Update dependencies to align with Spark 2.2.0", MODIFY pom.xml
0,BAHIR-175,a45bd84210b8e68640f97dd328e7e7053c8276e6,"Recovering from Failures with Checkpointing Exception(Mqtt) Spark Version:2.2.0 spark-streaming-sql-mqtt version: 2.2.0

 
 # Reading checkpoints offsets error

{code:java}
org.apache.spark.sql.execution.streaming.SerializedOffset cannot be cast to org.apache.spark.sql.execution.streaming.LongOffset{code}
 

solution:

The MqttStreamSource.scala source file: 

Line 149, getBatch Method: 

 
{code:java}
val startIndex = start.getOrElse(LongOffset(0)) match
{ case offset: SerializedOffset => offset.json.toInt case offset: LongOffset => offset.offset.toInt }
val endIndex = end match
{ case offset: SerializedOffset => offset.json.toInt case offset: LongOffset => offset.offset.toInt }
{code}
 

2. The MqttStreamSource.scala source file

getBatch Method:

 
{code:java}
val data: ArrayBuffer[(String, Timestamp)] = ArrayBuffer.empty
 // Move consumed messages to persistent store.
 (startIndex + 1 to endIndex).foreach
{ id => val element = messages.getOrElse(id, store.retrieve(id)) data += element store.store(id, element) messages.remove(id, element) }
The following line：
val element = messages.getOrElse(id, store.retrieve(id)) throws error：
java.lang.ClassCastException: scala.Tuple2 cannot be cast to scala.runtime.Nothing$
 at org.apache.bahir.sql.streaming.mqtt.MQTTTextStreamSource$$anonfun$getBatch$1$$anonfun$3.apply(MQTTStreamSource.scala:160)
 at org.apache.bahir.sql.streaming.mqtt.MQTTTextStreamSource$$anonfun$getBatch$1$$anonfun$3.apply(MQTTStreamSource.scala:160)
 at scala.collection.MapLike$class.getOrElse(MapLike.scala:128)
 at scala.collection.concurrent.TrieMap.getOrElse(TrieMap.scala:633)
 at org.apache.bahir.sql.streaming.mqtt.MQTTTextStreamSource$$anonfun$getBatch$1.apply$mcZI$sp(MQTTStreamSource.scala:160)
 at org.apache.bahir.sql.streaming.mqtt.MQTTTextStreamSource$$anonfun$getBatch$1.apply(MQTTStreamSource.scala:159)
 at org.apache.bahir.sql.streaming.mqtt.MQTTTextStreamSource$$anonfun$getBatch$1.apply(MQTTStreamSource.scala:159)
 at scala.collection.immutable.Range.foreach(Range.scala:160)
 at org.apache.bahir.sql.streaming.mqtt.MQTTTextStreamSource.getBatch(MQTTStreamSource.scala:159)
 at org.apache.spark.sql.execution.streaming.StreamExecution$$anonfun$org$apache$spark$sql$execution$streaming$StreamExecution$$populateStartOffsets$3.apply(StreamExecution.scala:470)
 at org.apache.spark.sql.execution.streaming.StreamExecution$$anonfun$org$apache$spark$sql$execution$streaming$StreamExecution$$populateStartOffsets$3.apply(StreamExecution.scala:466)
 at scala.collection.Iterator$class.foreach(Iterator.scala:891)
 at scala.collection.AbstractIterator.foreach(Iterator.scala:1334)
 at scala.collection.IterableLike$class.foreach(IterableLike.scala:72)
 at org.apache.spark.sql.execution.streaming.StreamProgress.foreach(StreamProgress.scala:25)
 at org.apache.spark.sql.execution.streaming.StreamExecution.org$apache$spark$sql$execution$streaming$StreamExecution$$populateStartOffsets(StreamExecution.scala:466)
 at org.apache.spark.sql.execution.streaming.StreamExecution$$anonfun$org$apache$spark$sql$execution$streaming$StreamExecution$$runBatches$1$$anonfun$apply$mcZ$sp$1.apply$mcV$sp(StreamExecution.scala:297)
 at org.apache.spark.sql.execution.streaming.StreamExecution$$anonfun$org$apache$spark$sql$execution$streaming$StreamExecution$$runBatches$1$$anonfun$apply$mcZ$sp$1.apply(StreamExecution.scala:294)
 at org.apache.spark.sql.execution.streaming.StreamExecution$$anonfun$org$apache$spark$sql$execution$streaming$StreamExecution$$runBatches$1$$anonfun$apply$mcZ$sp$1.apply(StreamExecution.scala:294)
 at org.apache.spark.sql.execution.streaming.ProgressReporter$class.reportTimeTaken(ProgressReporter.scala:279)
 at org.apache.spark.sql.execution.streaming.StreamExecution.reportTimeTaken(StreamExecution.scala:58)
 at org.apache.spark.sql.execution.streaming.StreamExecution$$anonfun$org$apache$spark$sql$execution$streaming$StreamExecution$$runBatches$1.apply$mcZ$sp(StreamExecution.scala:294)
 at org.apache.spark.sql.execution.streaming.ProcessingTimeExecutor.execute(TriggerExecutor.scala:56)
 at org.apache.spark.sql.execution.streaming.StreamExecution.org$apache$spark$sql$execution$streaming$StreamExecution$$runBatches(StreamExecution.scala:290)
 at org.apache.spark.sql.execution.streaming.StreamExecution$$anon$1.run(StreamExecution.scala:206)
{code}
 

 

solution:

 
{code:java}
val element: (String, Timestamp) = messages.getOrElse(id, store.retrieve[(String, Timestamp)](id))
 
{code}
 

 ","[BAHIR-65] Twitter integration test

Closes #80", MODIFY README.md MODIFY TwitterStreamSuite.scala shouldRunTest
0,BAHIR-31,5e07303c65e2c88cd392691bdfe9f68391f51b5c,Add documentation for streaming-zeromq connector  ,"[BAHIR-38] clean Ivy cache during Maven install phase

When we install the org.apache.bahir jars into the local
Maven repository we also need to clean the previous jar
files from the Ivy cache (~/iv2/cache/org.apache.bahir/*)
so spark-submit -packages ... will pick up the new version
from the the local Maven repository.

Closes #14", MODIFY pom.xml
0,BAHIR-39,619936d39d18b7af45b7acec9af02b599a43b056,MQTT as a streaming source for SQL Streaming. MQTT compatible streaming source for Spark SQL Streaming.,[BAHIR-29] Add basic documentation for MQTT Connector, ADD README.md
0,BAHIR-187,a73ab48a2dfec866b2ffa0ccf0d2bfeaba6fc782,"Reduce size of sql-cloudant test database Reduce the number of documents from 1967 to 100 in the n_flight.json test file.
 ","[BAHIR-186] SSL support in MQTT structured streaming

Closes #74", MODIFY README.md MODIFY MQTTUtils.scala parseConfigParams ADD keystore.jks ADD truststore.jks MODIFY MQTTStreamSinkSuite.scala sendToMQTT MODIFY MQTTTestUtils.scala connectToServer publishData subscribeData setup
0,BAHIR-42,eab486427186cee3c0f7ed8e440971f67f7ed832,Refactor sql-streaming-mqtt examples to follow other projects pattern  ,"[BAHIR-52] Update README.md formatting for source code

Update source code paragraphs to use tabs instead of ```
which is the supported way in vanilla Jekyll.", MODIFY README.md MODIFY README.md MODIFY README.md MODIFY README.md MODIFY README.md
0,BAHIR-43,c78af705f5697ab11d93f933d033d96cc48403a0,Add missing apache license header to sql-mqtt file  ,[BAHIR-30] Add basic documentation for Twitter connector, ADD README.md
1,BAHIR-15,86ee8779c7980e10c1c246fff7a171d0118c0239,Enable RAT on Bahir builds RAT check for license headers compliance on source code,"[BAHIR-15] Enable RAT on builds

Enable RAT to run automatically during builds
to verify license header policy.", MODIFY pom.xml
0,BAHIR-50,c317def2a7575713d31353f87025ddacaf30e503,Add extension documentation to Bahir website Provide documentation for the available extensions based on each extension readme file.,[BAHIR-37] Start building against Spark Master -  2.1.0-SNAPSHOT, MODIFY pom.xml MODIFY README.md MODIFY README.md MODIFY README.md MODIFY README.md MODIFY README.md
0,BAHIR-18,9d63f090d8e4d443a811187dd5fd40a3c615dd41,"Include examples in Maven test build We need to find a way to include the examples in the Maven build but keep them excluded from the binary jar(s) and have IDEs like IntelliJ or Eclipse recognize the {{<module>/examples/src/\[java|scala\]}} as source files.

One way this can be achieved is by including the examples as ""additional test sources"".","[BAHIR-21] Change scala version script

Script to change scala version in use between 2.10 and 2.11
to help during development builds and also when publishing
releases in both scala version", ADD change-scala-version.sh
1,BAHIR-183,172d7096147cd0be70687af893a4d71380ce47bf,"Using HDFS for saving message for mqtt source Currently in spark-sql-streaming-mqtt, the received mqtt message is saved in a local file by driver, this will have the risks of losing data for cluster mode when application master failover occurs. So saving in-coming mqtt messages using a director in checkpoint will solve this problem.","[BAHIR-183] Using HDFS for saving message for mqtt source.

Closes #78", MODIFY pom.xml MODIFY org.apache.spark.sql.sources.DataSourceRegister MODIFY CachedMQTTClient.scala createMqttClient MODIFY MQTTStreamSink.scala initialize MODIFY MQTTStreamSource.scala createMicroBatchReader MODIFY MQTTUtils.scala parseConfigParams ADD HDFSMQTTSourceProvider.scala createSource shortName sourceSchema ADD HdfsBasedMQTTStreamSource.scala startWriteNewDataFile initialize deliveryComplete connectionLost isBatchFile commit getOffsetValue addReceivedMessageInfo accept connectComplete getBatch messageArrived stop hasNewMessageForCurrentBatch ADD HDFSBasedMQTTStreamSourceSuite.scala createStreamingDataFrame readBackStreamingResults shutdownHadoop prepareHadoop writeStreamResults
1,BAHIR-138,785ee1e1acfb129bb0524d79df3372968b9e95a7,"Fix sql-cloudant deprecation messages Deprecation warnings in {{DefaultSource}}:

{code}
[INFO] --- scala-maven-plugin:3.2.2:compile (scala-compile-first) @ spark-sql-cloudant_2.11 ---
[INFO] Compiling 11 Scala sources to sql-cloudant/target/scala-2.11/classes...
[WARNING] sql-cloudant/src/main/scala/org/apache/bahir/cloudant/DefaultSource.scala:59: method json in class DataFrameReader is deprecated: Use json(Dataset[String]) instead.
[WARNING]         val df = sqlContext.read.json(cloudantRDD)
[WARNING]                                  ^
[WARNING] sql-cloudant/src/main/scala/org/apache/bahir/cloudant/DefaultSource.scala:115: method json in class DataFrameReader is deprecated: Use json(Dataset[String]) instead.
[WARNING]             dataFrame = sqlContext.read.json(cloudantRDD)
[WARNING]                                         ^
[WARNING] sql-cloudant/src/main/scala/org/apache/bahir/cloudant/DefaultSource.scala:121: method json in class DataFrameReader is deprecated: Use json(Dataset[String]) instead.
[WARNING]             sqlContext.read.json(aRDD)
[WARNING]                             ^
[WARNING] sql-cloudant/src/main/scala/org/apache/bahir/cloudant/DefaultSource.scala:152: method json in class DataFrameReader is deprecated: Use json(Dataset[String]) instead.
[WARNING]               dataFrame = sqlContext.sparkSession.read.json(globalRDD)
[WARNING]                                                        ^
[WARNING] four warnings found
{code}


Deprecation warnings in {{CloudantStreaming}} and {{CloudantStreamingSelector}} examples:

{code}
[INFO] --- scala-maven-plugin:3.2.2:testCompile (scala-test-compile-first) @ spark-sql-cloudant_2.11 ---
[INFO] Compiling 11 Scala sources to sql-cloudant/target/scala-2.11/test-classes...
[WARNING] sql-cloudant/examples/src/main/scala/org/apache/spark/examples/sql/cloudant/CloudantStreaming.scala:46: method json in class DataFrameReader is deprecated: Use json(Dataset[String]) instead.
[WARNING]       val changesDataFrame = spark.read.json(rdd)
[WARNING]                                         ^
[WARNING] sql-cloudant/examples/src/main/scala/org/apache/spark/examples/sql/cloudant/CloudantStreaming.scala:67: method registerTempTable in class Dataset is deprecated: Use createOrReplaceTempView(viewName) instead.
[WARNING]           changesDataFrame.registerTempTable(""airportcodemapping"")
[WARNING]                            ^
[WARNING] sql-cloudant/examples/src/main/scala/org/apache/spark/examples/sql/cloudant/CloudantStreamingSelector.scala:50: method json in class DataFrameReader is deprecated: Use json(Dataset[String]) instead.
[WARNING]       val changesDataFrame = spark.read.json(rdd)
[WARNING]                                         ^
[WARNING] three warnings found
{code}","[BAHIR-138] Fix deprecation warning messages

- Imported ‘spark.implicits._’ to convert Spark RDD to Dataset
- Replaced deprecated `json(RDD[String])` with `json(Dataset[String])`

Closes #63", MODIFY DefaultSource.scala createRelation createRelation insert buildScan create createRelation
1,BAHIR-38,5e07303c65e2c88cd392691bdfe9f68391f51b5c,"Spark-submit does not use latest locally installed Bahir packages We use {{`spark-submit --packages <maven-coordinates> ...`}} to run Spark with any of the Bahir extensions. 

In order to perform a _manual integration test_ of a Bahir code change developers have to _build_ the respective Bahir module and then _install_ it into their *local Maven repository*. Then, when running {{`spark-submit --packages <maven-coordinates> ...`}} Spark will use *Ivy* to resolve the given _maven-coordinates_ in order add the necessary jar files to the classpath.

The first time Ivy encounters new maven coordinates, it will download them from the local or remote Maven repository. All consecutive times Ivy will just use the previously cached jar files based on group ID, artifact ID and version, but irrespective of creation time stamp. 

This behavior is fine when using spark-submit with released versions of Spark packages. For continuous development and integration-testing however that Ivy caching behavior poses a problem. 

To *work around* it developers have to *clear the local Ivy cache* each time they _install_ a new version of a Bahir package into their local Maven repository and before the run spark-submit.

For example, to test a code change in module streaming-mqtt, we would have to do ...
{code}
mvn clean install -pl streaming-mqtt

rm -rf ~/.ivy2/cache/org.apache.bahir/spark-streaming-mqtt_2.11/

${SPARK_HOME}/bin/spark-submit \
    --packages org.apache.bahir:spark-streaming-mqtt_2.11:2.0.0-SNAPSHOT \
    test.py
{code}
","[BAHIR-38] clean Ivy cache during Maven install phase

When we install the org.apache.bahir jars into the local
Maven repository we also need to clean the previous jar
files from the Ivy cache (~/iv2/cache/org.apache.bahir/*)
so spark-submit -packages ... will pick up the new version
from the the local Maven repository.

Closes #14", MODIFY pom.xml
0,BAHIR-39,5e07303c65e2c88cd392691bdfe9f68391f51b5c,MQTT as a streaming source for SQL Streaming. MQTT compatible streaming source for Spark SQL Streaming.,"[BAHIR-38] clean Ivy cache during Maven install phase

When we install the org.apache.bahir jars into the local
Maven repository we also need to clean the previous jar
files from the Ivy cache (~/iv2/cache/org.apache.bahir/*)
so spark-submit -packages ... will pick up the new version
from the the local Maven repository.

Closes #14", MODIFY pom.xml
0,BAHIR-189,5cfd7ac3154621b1780e2eb4719731030fc7d80a,Update Siddhi version to 4.3 for flink-library-siddhi. Siddhi library was released in version 4.3. We should update the dependency for flink-library-siddhi module in bahir-flink.,"[BAHIR-175] Fix MQTT recovery after checkpoint

Closes #79", MODIFY MQTTStreamSource.scala messageArrived commit createDataReaderFactories initialize MODIFY MessageStore.scala MODIFY MQTTStreamSourceSuite.scala
1,BAHIR-102,fd4c35fc9f7ebb57464d231cf5d66e7bc4096a1b,"Support pushing down query predicates using Cloudant Query / CouchDB Mango Query The feature of Cloudant Query / ChoudDB Mango Query is stated here: https://blog.couchdb.org/2016/08/03/feature-mango-query/.

Will enable pushing down first level AND column filtering to _find selector to replace _all_docs for the database query; will continue using skip+limit to offer partition and parallel loading.","[BAHIR-102] Initial support of Cloudant Query and examples

Add optimization to use query in particular scenarios.

Closes #41.", MODIFY README.md ADD CloudantQuery.py ADD CloudantQueryDF.py MODIFY application.conf MODIFY CloudantConfig.scala getTotalRows getRows getOneUrlExcludeDDoc1 getSubSetUrl allowPartition getLastNum calculateCondition getCreateDBonSave getLastUrl getSubSetUrl getChangesUrl calculate getOneUrl getAllDocsUrlExcludeDDoc getAllDocsUrl calculate getRangeUrl getRows getOneUrlExcludeDDoc2 getAllDocsUrl allowPartition queryEnabled getDbUrl getRangeUrl getDbname MODIFY DefaultSource.scala buildScan create MODIFY JsonStoreConfigManager.scala getConfig getConfig MODIFY JsonStoreDataAccess.scala getTotalRows getIterator processAll processIterator getChanges getMany getOne getTotalRows convertSkip MODIFY JsonStoreRDD.scala getLimitPerPartition convertAttrToMangoJson compute convertToMangoJson getTotalPartition
0,BAHIR-44,eab486427186cee3c0f7ed8e440971f67f7ed832,Add new sql-streaming-mqtt to distribution  ,"[BAHIR-52] Update README.md formatting for source code

Update source code paragraphs to use tabs instead of ```
which is the supported way in vanilla Jekyll.", MODIFY README.md MODIFY README.md MODIFY README.md MODIFY README.md MODIFY README.md
0,BAHIR-43,eab486427186cee3c0f7ed8e440971f67f7ed832,Add missing apache license header to sql-mqtt file  ,"[BAHIR-52] Update README.md formatting for source code

Update source code paragraphs to use tabs instead of ```
which is the supported way in vanilla Jekyll.", MODIFY README.md MODIFY README.md MODIFY README.md MODIFY README.md MODIFY README.md
0,BAHIR-24,416252915431f01bb7a4ef4f8b7b9ed9ab02c3f5,Fix MQTT Python code When the Bahir project was created from Spark revision {{8301fadd8}} the Python code (incl. examples) were not updated with respect to the modified project structure and test cases were left out from the import.,"[BAHIR-35] Add Python sources to binary jar

Add python sources to jar to enable `spark-submit --packages …`

This can be verified by the following steps :

 mvn clean install

 rm -rf ~/.ivy2/cache/org.apache.bahir/

 mosquitto -p 1883

 bin/run-example \
    org.apache.spark.examples.streaming.mqtt.MQTTPublisher \
    tcp://localhost:1883 \
    foo

 ${SPARK_HOME}/bin/spark-submit \
    --packages org.apache.bahir:spark-streaming-mqtt_2.11:2.0.0-SNAPSHOT \
    streaming-mqtt/examples/src/main/python/streaming/mqtt_wordcount.py \
    tcp://localhost:1883 \
    foo

Closes #11", MODIFY pom.xml
0,BAHIR-188,0601698c3721fb3db58431683e556af28ffc0d6a,update flink to 1.7.0 Update Flink to last version (1.7.0),"[BAHIR-103] New module with common utilities and test classes

Closes #73", ADD pom.xml RENAME FileHelper.scala recursiveDeleteDir deleteFileQuietly RENAME Logging.scala ADD Retry.scala RENAME ConditionalSparkFunSuite.scala runIf testIf RENAME LocalJavaStreamingContext.java setUp MODIFY pom.xml MODIFY pom.xml MODIFY pom.xml MODIFY ClientSparkFunSuite.scala beforeAll runIfTestsEnabled testIfEnabled afterAll MODIFY CloudantAllDocsDFSuite.scala MODIFY CloudantChangesDFSuite.scala MODIFY CloudantOptionSuite.scala MODIFY CloudantSparkSQLSuite.scala MODIFY TestUtils.scala deleteRecursively shouldRunTest MODIFY pom.xml MODIFY AkkaStreamSourceSuite.scala MODIFY pom.xml MODIFY CachedMQTTClient.scala MODIFY MQTTStreamSink.scala MODIFY MQTTUtils.scala DELETE BahirUtils.scala visitFile recursiveDeleteDir postVisitDirectory DELETE Logging.scala MODIFY LocalMessageStoreSuite.scala MODIFY MQTTStreamSinkSuite.scala MODIFY MQTTStreamSourceSuite.scala MODIFY pom.xml MODIFY JavaAkkaUtilsSuite.java call testAkkaUtils onReceive MODIFY pom.xml DELETE LocalJavaStreamingContext.java setUp tearDown MODIFY MQTTStreamSuite.scala MODIFY pom.xml MODIFY pom.xml DELETE LocalJavaStreamingContext.java tearDown setUp DELETE PubsubFunSuite.scala testIfEnabled runIfTestsEnabled MODIFY PubsubStreamSuite.scala beforeAll MODIFY PubsubTestUtils.scala shouldRunTest MODIFY pom.xml DELETE LocalJavaStreamingContext.java tearDown setUp MODIFY pom.xml
0,BAHIR-187,cc61a83a79d912f8eb842507ecca0b2d82f734e6,"Reduce size of sql-cloudant test database Reduce the number of documents from 1967 to 100 in the n_flight.json test file.
 ","[BAHIR-141] Support GCP JSON key type as binary array

Closes #82
Closes #53", MODIFY README.md MODIFY SparkGCPCredentials.scala this metadataServiceAccount httpTransport p12ServiceAccount jsonServiceAccount build p12ServiceAccount scopes jsonServiceAccount jacksonFactory this MODIFY SparkGCPCredentialsBuilderSuite.scala jsonAssumption p12Assumption
0,BAHIR-214,549c50be02f98b93c5f79890332e8de97332e8f5,"Improve KuduConnector speed kudu connector has some issues on kudu sink with some flush modes that kill sink over time

 

this is a refactor to resolve that issues and improve speed on eventual consistence","[BAHIR-217] Installation of Oracle JDK8 is Failing in Travis CI (#93)

Install of Oracle JDK 8 Failing in Travis CI and as a result, 
build is failing for new pull requests.

We just need to add `dist: trusty` in the .travis.yml file 
as mentioned in the issue below:
https://travis-ci.community/t/install-of-oracle-jdk-8-failing/3038", MODIFY .travis.yml
0,BAHIR-68,942b43dc428c7ade2789fb09df0fda360cf94024,Add documentation for existing Flink connectors  ,"[BAHIR-69] Clean build between different scala version

During release-publish, execute a mvn clean between different scala
version builds", MODIFY release-build.sh
0,BAHIR-40,70539a35dc9bae9ee5d380351ffc32fa6e62567e,[WEBSITE] Fix navigation toggle for small displays Reported by [~jreijn],"[BAHIR-42] Refactor sql-streaming-mqtt example

Move JavaMQTTStreamWordCount to examples root folder
which are processed by the build as test resources
and not built into the extension itself following
the pattern used by other examples.", RENAME JavaMQTTStreamWordCount.java main
0,BAHIR-50,31b3e96d4680c54ff05d4b09f944106d22b62760,Add extension documentation to Bahir website Provide documentation for the available extensions based on each extension readme file.,[BAHIR-52] Fix code paragraph formatting for Akka readme, MODIFY README.md
1,BAHIR-120,2a43076579dd247db4afa01e2dc0d1176c3eb4a1,Akka SQL Streaming build fails with Apache Spark 2.1.1  ,"[BAHIR-120] Akka SQL Streaming build fails with Apache Spark 2.1.1

Closes #44.", MODIFY AkkaStreamSourceSuite.scala
0,BAHIR-55,28f034f49d19034b596f7f04ca4fc2698a21ad6c,"Move Redis Sink from Flink to Bahir As per http://apache-flink-mailing-list-archive.1008284.n3.nabble.com/DISCUSS-Move-Redis-and-Flume-connectors-to-Apache-Bahir-and-redirect-contributions-there-td13102.html, the Flink community agreed to move the Redis connector to Bahir.","[BAHIR-53] Add new configuration options to MQTTInputDStream

Add new configuration options to enable secured connections and
other quality of services.

Closes #23", MODIFY scalastyle-config.xml MODIFY README.md MODIFY MQTTInputDStream.scala onStart getReceiver MODIFY MQTTUtils.scala createStream createStream createStream createStream createStream createStream createStream MODIFY JavaMQTTStreamSuite.java testMQTTStream
0,BAHIR-38,91e82f42bac58fd8d912e892a5ebfca79f6b8268,"Spark-submit does not use latest locally installed Bahir packages We use {{`spark-submit --packages <maven-coordinates> ...`}} to run Spark with any of the Bahir extensions. 

In order to perform a _manual integration test_ of a Bahir code change developers have to _build_ the respective Bahir module and then _install_ it into their *local Maven repository*. Then, when running {{`spark-submit --packages <maven-coordinates> ...`}} Spark will use *Ivy* to resolve the given _maven-coordinates_ in order add the necessary jar files to the classpath.

The first time Ivy encounters new maven coordinates, it will download them from the local or remote Maven repository. All consecutive times Ivy will just use the previously cached jar files based on group ID, artifact ID and version, but irrespective of creation time stamp. 

This behavior is fine when using spark-submit with released versions of Spark packages. For continuous development and integration-testing however that Ivy caching behavior poses a problem. 

To *work around* it developers have to *clear the local Ivy cache* each time they _install_ a new version of a Bahir package into their local Maven repository and before the run spark-submit.

For example, to test a code change in module streaming-mqtt, we would have to do ...
{code}
mvn clean install -pl streaming-mqtt

rm -rf ~/.ivy2/cache/org.apache.bahir/spark-streaming-mqtt_2.11/

${SPARK_HOME}/bin/spark-submit \
    --packages org.apache.bahir:spark-streaming-mqtt_2.11:2.0.0-SNAPSHOT \
    test.py
{code}
",[BAHIR-37] Update Spark to release 2.0.0, MODIFY pom.xml
0,BAHIR-48,29d8c7622cf9663e295d7616ae1e1b089fe80da9,Documentation improvements for Bahir README.md  ,[BAHIR-31] Add basic documentation for ZeroMQ connector, ADD README.md
0,BAHIR-47,95633de6741ddf757cc4964425463a972e1b4cbe,Bring up release download for Apache Bahir website  ,[BAHIR-43] Add Apache License header file, MODIFY pom.xml MODIFY org.apache.spark.sql.sources.DataSourceRegister
0,BAHIR-42,c78af705f5697ab11d93f933d033d96cc48403a0,Refactor sql-streaming-mqtt examples to follow other projects pattern  ,[BAHIR-30] Add basic documentation for Twitter connector, ADD README.md
1,BAHIR-30,c78af705f5697ab11d93f933d033d96cc48403a0,Add documentation for streaming-twitter connector  ,[BAHIR-30] Add basic documentation for Twitter connector, ADD README.md
