Pro,label,Issue_KEY,Commit_SHA,Issue_Text,Commit_Text,Commit_Code
keras,1,#10660,5103fd8134ccf2ef6ed114d525d8b07d148716d3,"Refactoring Of The `Layer_Test` Function Because Of Code Duplication.### Summary
I Wanted To Make Another Pr Involving Modifying The `Layer_Test` And I Quickly Noticed That I Had A Lot Of Modifications To Duplicate. This Pr Intends To Solve This Issue Of Duplicate Code.
### Related Issues

### Pr Overview

For The Structure Of This Function, First The Functional Api Is Tested, And Then The Sequential Api. So I Made A Function For Both And Moved The Statement `Expected_Output_Shape = Layer.Compute_Output_Shape(Input_Shape)` Up Since It Was Not Part Of The Sequential Api Tests Nor The Functional Api Tests.

- [N] This Pr Requires New Unit Tests [Y/N] (Make Sure Tests Are Included)
- [N] This Pr Requires To Update The Documentation [Y/N] (Make Sure The Docs Are Up-To-Date)
- [Y] This Pr Is Backwards Compatible [Y/N]
- [N] This Pr Changes The Current Api [Y/N] (All Api Changes Need To Be Approved By Fchollet)
",Refactoring the `layer_test` function. (#10660),Refactoring the `layer_test` function. (#10660)
keras,0,11514,8ef5dcfd3dfa385e00e7d2654825f7f79d2dec57,"Enabled Pep8 Line Length In The Tensorflow Backend.### Summary

### Related Issues
Closes #11383 

### Pr Overview

- [ ] This Pr Requires New Unit Tests [Y/N] (Make Sure Tests Are Included)
- [ ] This Pr Requires To Update The Documentation [Y/N] (Make Sure The Docs Are Up-To-Date)
- [X] This Pr Is Backwards Compatible [Y/N]
- [ ] This Pr Changes The Current Api [Y/N] (All Api Changes Need To Be Approved By Fchollet)
","Add the numpy implementation in the keras backend documentation (#11507)

* Added the numpy implementation in the documentation.

* Changed the name of the numpy backend.

Changed the tag for detecting where to put the numpy implementation.

* Added the footer and header automatically.

* Automatically add a `Show the numpy implementation` if the code is more than 10 lines long.

* Fix pep8","Add the numpy implementation in the keras backend documentation (#11507)

* Added the numpy implementation in the documentation.

* Changed the name of the numpy backend.

Changed the tag for detecting where to put the numpy implementation.

* Added the footer and header automatically.

* Automatically add a `Show the numpy implementation` if the code is more than 10 lines long.

* Fix pep8"
keras,1,#10023,49f5b931410bc2e56378f20a15e8ac919e0efb88,"Refactor Topological Part Of `Engine` ModuleThe Keras Engine Started Out As Two Files, `Topology.Py` And `Training.Py`.

Over The Years, Both Have Grown Unwieldy And Both Should Be Split.  

This Pr Takes Care Of Splitting `Topology.Py` Into The Following Files:

- `Input_Layer.Py` -> `Input`, `Inputlayer`
- `Base_Layer.Py` -> `Layer`, `Node`, `Inputspec`
- `Network.Py` -> `Network` (Formerly `Container`)
- `Saving.Py` -> All Saving-Related Logic
- `Sequential.Py` -> `Sequential`

`Models.Py` Is Also Refactored To Only Contain Model-Related Utilities (Plus Imports Of All Model-Related Functionality, Defined In The Engine).

This Organization Also Mirrors The `Tf.Keras` New File Organization (I Started Doing This Refactoring Over There).","Refactor topological part of `engine` module (#10023)

* Refactor topological part of Keras engine.

* Fix imports

* Fix merge mixup.","Refactor topological part of `engine` module (#10023)

* Refactor topological part of Keras engine.

* Fix imports

* Fix merge mixup."
keras,0,12292,c0d1709cbae3d05efc6dd224230012bc120be8e5,"Added Markdown Formatting To Examples/Imdb_Cnn.Py<!--
Please Make Sure You'Ve Read And Understood Our Contributing Guidelines;
Https://Github.Com/Keras-Team/Keras/Blob/Master/Contributing.Md
-->

### Summary
This Pr Adds Markdown Formatting To ```Examples/Imdb_Cnn.Py```.
Result:
![Imdb_Cnn1](Https://User-Images.Githubusercontent.Com/3424796/52912244-8Fcc4680-32A6-11E9-84Bf-21Eb50C04Fe4.Png)
![Imdb_Cnn2](Https://User-Images.Githubusercontent.Com/3424796/52912243-8Fcc4680-32A6-11E9-97Bc-49141B2028Bf.Png)
### Related Issues
Https://Github.Com/Keras-Team/Keras/Issues/12219
### Pr Overview

- [ ] This Pr Requires New Unit Tests [Y/N] (Make Sure Tests Are Included)
- [ ] This Pr Requires To Update The Documentation [Y/N] (Make Sure The Docs Are Up-To-Date)
- [X] This Pr Is Backwards Compatible [Y/N]
- [ ] This Pr Changes The Current Api [Y/N] (All Api Changes Need To Be Approved By Fchollet)
",Added MarkDown formatting to examples/image_ocr.py (#12281),Added MarkDown formatting to examples/image_ocr.py (#12281)
keras,0,12135,9b67e2b699da8d9ced9af3597906b81ad6f106bc,"Added Pull Request Templates.### Summary

We Often See Prs Without The Keyword Fixes #{Issue_Number} And Prs Without Unit Tests. That'S An Issue.

### Related Issues

### Pr Overview

I Propose Pr Templates With Some Decent Defaults. I Based This On Moby/Moby Pr Template Which I Think Is Quite Good. I Hope It Makes Us More Productive.

- [ ] This Pr Requires New Unit Tests [Y/N] (Make Sure Tests Are Included)
- [ ] This Pr Requires To Update The Documentation [Y/N] (Make Sure The Docs Are Up-To-Date)
- [X] This Pr Is Backwards Compatible [Y/N]
- [ ] This Pr Changes The Current Api [Y/N] (All Api Changes Need To Be Approved By Fchollet)
","Added pull request templates. (#12135)

* Added a few options for when making pull request.

* Added automatic labels and assignees.","Added pull request templates. (#12135)

* Added a few options for when making pull request.

* Added automatic labels and assignees."
keras,1,#10645,b3cb261b22a73d195a527592b49ca57e8c9ac9f5,"Remove Duplicate Normalize_Data_Format### Summary
`Normalize_Data_Format` Was Being Called Twice In `_Pooling2D`

### Related Issues

### Pr Overview

- [N] This Pr Requires New Unit Tests [Y/N] (Make Sure Tests Are Included)
- [N] This Pr Requires To Update The Documentation [Y/N] (Make Sure The Docs Are Up-To-Date)
- [Y] This Pr Is Backwards Compatible [Y/N]
- [N] This Pr Changes The Current Api [Y/N] (All Api Changes Need To Be Approved By Fchollet)
","Remove duplicate normalize_data_format (#10645)

### Summary
`normalize_data_format` was being called twice in `_Pooling2D`

### Related Issues

### PR Overview

- [n] This PR requires new unit tests [y/n] (make sure tests are included)
- [n] This PR requires to update the documentation [y/n] (make sure the docs are up-to-date)
- [y] This PR is backwards compatible [y/n]
- [n] This PR changes the current API [y/n] (all API changes need to be approved by fchollet)","Remove duplicate normalize_data_format (#10645)

### Summary
`normalize_data_format` was being called twice in `_Pooling2D`

### Related Issues

### PR Overview

- [n] This PR requires new unit tests [y/n] (make sure tests are included)
- [n] This PR requires to update the documentation [y/n] (make sure the docs are up-to-date)
- [y] This PR is backwards compatible [y/n]
- [n] This PR changes the current API [y/n] (all API changes need to be approved by fchollet)"
keras,0,10962,907e8035656b0597a7a2f3cc1bf237a8cbf48821,Enable Nasnetmobile In Integration_Tests For Theano And CntkThis Pr Enables Nasnetmobile In Integration_Tests For Theano And Cntk.,Speed up backend tests (#10930),Speed up backend tests (#10930)
keras,1,#10679,d18c564548104c862892a1f73423e333f11f7ce2,"Refactoring: Simplified Some If-Else By Creating A Function Similar To `To_List`.### Summary

There Were A Lot Of Pattern Like This In The Codebase:
```Python
If Len(X) == 1:
    Y = X[0]
Else:
   Y =  X
```

I Think It Makes The Codebase Easier To Read With A Function For This.

I Can Change The Name Of The Function If Necessary. `First_Or_List` Isn'T Very Pretty In My Opinion.

### Related Issues

### Pr Overview

- [ ] This Pr Requires New Unit Tests [Y/N] (Make Sure Tests Are Included)
- [ ] This Pr Requires To Update The Documentation [Y/N] (Make Sure The Docs Are Up-To-Date)
- [X] This Pr Is Backwards Compatible [Y/N]
- [ ] This Pr Changes The Current Api [Y/N] (All Api Changes Need To Be Approved By Fchollet)
","Refactoring: Simplified some if-else by creating a function similar to `to_list`. (#10679)

* Refactoring: Simplified some if-else by creating a function similar to `to_list`.

* Changed the name and the description of `first_or_list`.","Refactoring: Simplified some if-else by creating a function similar to `to_list`. (#10679)

* Refactoring: Simplified some if-else by creating a function similar to `to_list`.

* Changed the name and the description of `first_or_list`."
keras,1,#12252,a546ad4ad63c4410284387e55a8cd63a4244bf92,"Added Markdown Formatting To Examples/Conv_Filter_Visualization.Py<!--
Please Make Sure You'Ve Read And Understood Our Contributing Guidelines;
Https://Github.Com/Keras-Team/Keras/Blob/Master/Contributing.Md
-->
### Summary
This Pr Adds Markdown Formatting To ```Examples/Conv_Filter_Visualization.Py```.
Result:
![Conv_Filter_Visualization1](Https://User-Images.Githubusercontent.Com/3424796/52561899-9F561600-2Df4-11E9-9415-7Bda58Fad65D.Png)
![Conv_Filter_Visualization2](Https://User-Images.Githubusercontent.Com/3424796/52561898-9F561600-2Df4-11E9-8A10-Ecd76499F7E2.Png)
### Related Issues
Https://Github.Com/Keras-Team/Keras/Issues/12219
### Pr Overview

- [ ] This Pr Requires New Unit Tests [Y/N] (Make Sure Tests Are Included)
- [ ] This Pr Requires To Update The Documentation [Y/N] (Make Sure The Docs Are Up-To-Date)
- [X] This Pr Is Backwards Compatible [Y/N]
- [ ] This Pr Changes The Current Api [Y/N] (All Api Changes Need To Be Approved By Fchollet)
",Added MarkDown formatting to examples/conv_filter_visualization.py (#12252),Added MarkDown formatting to examples/conv_filter_visualization.py (#12252)
keras,0,9703,685bda8db301269b0f8542925f35678ed398f6df,"Fixes Type Error In Sequence ExampleThe Method `__Len__` Returns A `Numpy.Float64` But The Class' `__Iter__` Method Expects It To Return An Integer, Which Is Not Obvious From The Example Alone.","changed hardcoded username with variable one (#9677)

* changed hardcoded username with variable one

* added variable username for installation of python packages","changed hardcoded username with variable one (#9677)

* changed hardcoded username with variable one

* added variable username for installation of python packages"
keras,0,11562,09d721abf489cf20d9055e7163cf1762b7763bea,"Skipping The Cntk Install In Some Travis Jobs To Speed Up Tests### Summary

### Related Issues

### Pr Overview

- [ ] This Pr Requires New Unit Tests [Y/N] (Make Sure Tests Are Included)
- [ ] This Pr Requires To Update The Documentation [Y/N] (Make Sure The Docs Are Up-To-Date)
- [ ] This Pr Is Backwards Compatible [Y/N]
- [ ] This Pr Changes The Current Api [Y/N] (All Api Changes Need To Be Approved By Fchollet)
","Displaying the numpy relu in the docs. (#11574)

Reworked on the implementation to make it more readable.","Displaying the numpy relu in the docs. (#11574)

Reworked on the implementation to make it more readable."
keras,1,#11668,cd44c6e0aaff4bb52a060d778025b32dbde09b44,"Suppressed The Warnings About Updating To Keras 2 In The Legacy Tests.### Summary

We Currently Get A Lot Of Warnings Related To Updating To The Keras 2 Api In The Test Suite. To Make The Logs Easier To Read, I Suggest That We Remove Those.

### Related Issues

### Pr Overview

This Conftest Will Only Affect The Tests In The `Legacy` Directory. The Filter Is Not Perfect, But It Takes Care Of Most Of The Messages Which We Don'T Care About.

- [ ] This Pr Requires New Unit Tests [Y/N] (Make Sure Tests Are Included)
- [ ] This Pr Requires To Update The Documentation [Y/N] (Make Sure The Docs Are Up-To-Date)
- [X] This Pr Is Backwards Compatible [Y/N]
- [ ] This Pr Changes The Current Api [Y/N] (All Api Changes Need To Be Approved By Fchollet)
",Suppressed the warnings about updating to keras 2 in the legacy tests. (#11668),Suppressed the warnings about updating to keras 2 in the legacy tests. (#11668)
keras,1,#10322,b21764824f181fb7a32fce852e5afcee4042192a,"Add An Advanced Activation Layer For ReluThe Relu `Max_Value` Argument Can Not Be Used Currently In A Layer, Except A Custom Layer Or Inside A Lambda Layer. Hence, Similarly To Leakyrelu Or For Example [Softmax](Https://Github.Com/Keras-Team/Keras/Pull/8841) This Pr Adds An Advanced Activation Layer For Relu-N, Implementing A Capped Relu.

The Default Value For `Max_Value` Is Set To `None` Meaning Normal Relu. A Typical Value 6.0 Is Included In The Tests.","Add an advanced activation layer for ReLU (#10322)

The max_value argument can not be used in a layer, except
custom layer or Lambda. Hence, similarly to LeakyReLU or
for example Softmax, this PR adds a layer for ReLU,
enabling also a capped ReLU to be used.","Add an advanced activation layer for ReLU (#10322)

The max_value argument can not be used in a layer, except
custom layer or Lambda. Hence, similarly to LeakyReLU or
for example Softmax, this PR adds a layer for ReLU,
enabling also a capped ReLU to be used."
keras,0,10930,c60f1e19dceacf77749a6215b1fc77f758f46327,"Speed Up Backend TestsThis Pr Speeds Up Backend Tests By Removing Redundant Backend Tests. Especially, `Test_Random_Normal` Have Always Been Included In The Slowest 20 Test Durations.
- As Is: Testing All The Backends In 6 Different Build Environments.
- To Be: Testing A Designated Backend Only For Each Build Environments.",Removed redundant tests in the backends. (#10953),Removed redundant tests in the backends. (#10953)
keras,0,10997,4bcb8c95d8bba3147dd86446cd91be77051cef96,"Conv1D And Conv3D Supporting Dilated Conv For Cntk Backend### Summary
Following #10967, This Pr Makes ```Dilation_Rate``` Take Effect For ```Conv1D``` And ```Conv3D``` For Cntk Backend.

### How To Test
There Is ```Test_Causal_Dilated_Conv``` In ```Convolutional_Test.Py```, Existing Code Can'T Pass When I Run Against Cntk Backend. It'S Passed After This Fix When I Run On A Node With 2 Gpus. I Still Keep This Test Ignored Since Travis Ci Doesn'T Have Gpu Node. Another Check Is To Run The Following Code Again Tf Backend(Cpu Or Gpu) And Cntk Backend(Gpu), They Produce Sam Result.
```
From Keras.Layers Import Input, Conv1D, Conv2D, Conv3D
From Keras.Models Import Model
From Keras.Initializers Import Constant
Import Numpy As Np

# Test Dilated Convolution 1D
Kernel = Np.Array([2, 3, 5]).Reshape((3, 1, 1))
Print(Kernel.Shape)

Inputs = Input(Shape=(10, 1))
M = Conv1D(1, Kernel_Size=3, Padding='Valid', Dilation_Rate=2, Kernel_Initializer=Constant(Kernel))(Inputs)
Model = Model(Inputs=Inputs, Outputs=M)
Model.Summary()

X = Np.Arange(10).Reshape((1, 10, 1)).Astype(Np.Float32) 
Y = Model.Predict(X)

Print(Np.Squeeze(Y))
Print(Y.Shape)

# Test Dilated Convolution 3D
Kernel = Np.Arange(27).Reshape((3, 3, 3, 1, 1))
Print(Kernel.Shape)

Inputs = Input(Shape=(10, 10, 10, 1))
M = Conv3D(1, Kernel_Size=3, Padding='Valid', Dilation_Rate=(2, 3, 2), Kernel_Initializer=Constant(Kernel))(Inputs)
Model = Model(Inputs=Inputs, Outputs=M)
Model.Summary()

X = Np.Arange(1000).Reshape((1, 10, 10, 10, 1)).Astype(Np.Float32) 
Y = Model.Predict(X)

Print(Np.Squeeze(Y))
Print(Y.Shape)
```

### Related Issues

### Pr Overview

- [ ] This Pr Requires New Unit Tests [Y/N] (Make Sure Tests Are Included)
- [ ] This Pr Requires To Update The Documentation [Y/N] (Make Sure The Docs Are Up-To-Date)
- [X] This Pr Is Backwards Compatible [Y/N]
- [ ] This Pr Changes The Current Api [Y/N] (All Api Changes Need To Be Approved By Fchollet)
","Moved the preprocessing tests into the integration directory. (#10963)

* Moved the preprocessing tests into the integration directory. Allow us to removed the installation of PIL/Pillow in most builds.

* Enable the install of PIL/ Pillow for pep8.

* Added a coverage exception for keras/preprocessing/*","Moved the preprocessing tests into the integration directory. (#10963)

* Moved the preprocessing tests into the integration directory. Allow us to removed the installation of PIL/Pillow in most builds.

* Enable the install of PIL/ Pillow for pep8.

* Added a coverage exception for keras/preprocessing/*"
keras,1,#11658,c05ef1fd95a6024155ab59656fef8dac5a45c335,"Kerasregressor.Predict Does Not Squeeze Batch Dims### Summary
If The Input To Kerasregressor.Predict() Is An Array With One Example, Then The Output Should Be A 1D Array With One Example, Not A 0D Array.

### Related Issues
Fixes #11657 

### Pr Overview

- [X] This Pr Requires New Unit Tests [N] (Make Sure Tests Are Included)
It'S A Pretty Minor Change, But I'M Willing To Add Tests If Requested.
- [X] This Pr Requires To Update The Documentation [N] (Make Sure The Docs Are Up-To-Date):
It Makes The Code Match The Documentation, Which Claims The Output Has Shape `(N_Samples,)`
- [X] This Pr Is Backwards Compatible [N]:
It Fixes A Bug That Caused Behaviour Inconsistent With Both The Scikit-Learn Api And The Documentation For Kerasregressor And Would Only Appear If The Input Data Has Exactly One Example. Technically Users Could Be Depending On The Buggy Behaviour, But It Seems Unlikely To Me.
- [X] This Pr Changes The Current Api [N] (All Api Changes Need To Be Approved By Fchollet)
","Fixed KerasRegressor.predict() squeezing length-1 output arrays. (#11658)

If the input to KerasRegressor.predict() is an array with one example,
then the output should be a 1D array with one example, not a 0D array.

Added unit tests for the case of 0 and 1 inputs; existing tests cover
the case of > 1 inputs.","Fixed KerasRegressor.predict() squeezing length-1 output arrays. (#11658)

If the input to KerasRegressor.predict() is an array with one example,
then the output should be a 1D array with one example, not a 0D array.

Added unit tests for the case of 0 and 1 inputs; existing tests cover
the case of > 1 inputs."
keras,1,#13073,3bda5520b787f84f687bb116c460f3aedada039b,"Update Pretrained_Word_Embeddings.Py<!--
Please Make Sure You'Ve Read And Understood Our Contributing Guidelines;
Https://Github.Com/Keras-Team/Keras/Blob/Master/Contributing.Md
-->

### Summary

Hello,

Here'S A Small Example Why I Think There'S A Small Mistake In The Code.

![Example Code](Https://I.Imgur.Com/Jzvo97D.Png)

Now If You Check We'Ve Specified 

> Max_Num_Words = 3

 But Tokenizer Return **N-1** Words I.E **2**. So We Only Have Two Words In Our Integer Coded Corpus.
```
Num_Words = Min(Max_Num_Words, Len(Tokenizer.Word_Index) + 1)      # I.E Min(3, 8 + 1)
Embedding_Matrix = Np.Zeros((Num_Words, 10))
Print(Embedding_Matrix.Shape)
(3, 10)
```

Then This Should Be How We Create Embedding Matrix.
```
For Word, I In Word_Index.Items():
    If I >= Max_Num_Words:     # I. E I >= 3 We Also Don'T Want Word Three To Be Included.
        Continue
    Embedding_Vector = Embeddings_Index.Get(Word)
    If Embedding_Vector Is Not None:
         Embedding_Matrix[I] = Embedding_Vector
```

### Related Issues
None.
### Pr Overview

- [N] This Pr Requires New Unit Tests [Y/N] (Make Sure Tests Are Included)
- [N] This Pr Requires To Update The Documentation [Y/N] (Make Sure The Docs Are Up-To-Date)
- [N] This Pr Is Backwards Compatible [Y/N]
- [N] This Pr Changes The Current Api [Y/N] (All Api Changes Need To Be Approved By Fchollet)
",Update pretrained_word_embeddings.py (#13073),Update pretrained_word_embeddings.py (#13073)
keras,1,#9816,2c8d1d03599cc03243bce8f07ed9c4a3d5f384f9,"Fit/Evaluate_Generator Supporting Native TensorsCurrently, `Fit/Evaluate_Generator` Don'T Support This Case Without This Fix.
But Framework-Native Data Tensors Are Already Supported By `_Fit_Loop` And `_Test_Loop`.

Signed-Off-By: Cui Wei <Ghostplant@Qq.Com>","fit/evaluate_generator supporting native tensors (#9816)

Currently, `fit/evaluate_generator` don't support this case without this fix.
But framework-native data tensors are already supported by `_fit_loop` and `_test_loop`.

Signed-off-by: CUI Wei <ghostplant@qq.com>","fit/evaluate_generator supporting native tensors (#9816)

Currently, `fit/evaluate_generator` don't support this case without this fix.
But framework-native data tensors are already supported by `_fit_loop` and `_test_loop`.

Signed-off-by: CUI Wei <ghostplant@qq.com>"
keras,1,#11975,88cf9707530f9bb3246779aee0138e49efecc500,"Use With To Ensure No Resource Leak In Get_Word_Index()### Summary

Use The `With` Context Manager To Ensure No Resource Leak In `Get_Word_Index()`.

### Related Issues

None.

### Pr Overview

- [N] This Pr Requires New Unit Tests [Y/N] (Make Sure Tests Are Included)
- [N] This Pr Requires To Update The Documentation [Y/N] (Make Sure The Docs Are Up-To-Date)
- [Y] This Pr Is Backwards Compatible [Y/N]
- [N] This Pr Changes The Current Api [Y/N] (All Api Changes Need To Be Approved By Fchollet)
","[P] Use with to ensure no resource leak in get_word_index() (#11975)

Signed-off-by: Mickaël Schoentgen <contact@tiger-222.fr>","[P] Use with to ensure no resource leak in get_word_index() (#11975)

Signed-off-by: Mickaël Schoentgen <contact@tiger-222.fr>"
keras,1,#11240,79bc6998071d88ffd456c9c7a4c9a2680b9dd361,"""From Sklearn.Grid_Search Import Gridsearchcv""   Is Out Of Date""From Sklearn.Grid_Search Import Gridsearchcv""   Is Out Of Date And Has Changed In The New Version (0.18-).
Detailed Description：
Deprecationwarning: This Module Was Deprecated In Version 0.18 In Favor Of The Model_Selection Module Into Which All The Refactored Classes And Functions Are Moved. This Module Will Be Removed In 0.20.
Update ""From Sklearn.Grid_Search Import Gridsearchcv""  To “From Sklearn.Model_Selection Import Gridsearchcv”.

### Summary

### Related Issues

### Pr Overview

- [ ] This Pr Requires New Unit Tests [Y/N] (Make Sure Tests Are Included)
- [ ] This Pr Requires To Update The Documentation [Y/N] (Make Sure The Docs Are Up-To-Date)
- [ ] This Pr Is Backwards Compatible [Y/N]
- [ ] This Pr Changes The Current Api [Y/N] (All Api Changes Need To Be Approved By Fchollet)
","""from sklearn.grid_search import GridSearchCV""   is out of date (#11240)

""from sklearn.grid_search import GridSearchCV""   is out of date and has changed in the new version (0.18-).
Detailed description：
DeprecationWarning: This module was deprecated in version 0.18 in favor of the model_selection module into which all the refactored classes and functions are moved. This module will be removed in 0.20.
Update ""from sklearn.grid_search import GridSearchCV""  to “from sklearn.model_selection import GridSearchCV”.","""from sklearn.grid_search import GridSearchCV""   is out of date (#11240)

""from sklearn.grid_search import GridSearchCV""   is out of date and has changed in the new version (0.18-).
Detailed description：
DeprecationWarning: This module was deprecated in version 0.18 in favor of the model_selection module into which all the refactored classes and functions are moved. This module will be removed in 0.20.
Update ""from sklearn.grid_search import GridSearchCV""  to “from sklearn.model_selection import GridSearchCV”."
keras,0,10912,b2f75b7a3d1da174a4859b1c26e2faab99041d29,"Enh: All Save_Model/Load_Model To Accept H5Py.Group- [N] This Pr Requires New Unit Tests [Y/N] (Make Sure Tests Are Included)
- [Y] This Pr Requires To Update The Documentation [Y/N] (Make Sure The Docs Are Up-To-Date)
- [Y] This Pr Is Backwards Compatible [Y/N]
- [N] This Pr Changes The Current Api [Y/N] (All Api Changes Need To Be Approved By Fchollet)

This Is Inspired By A Bug Report To
H5Py (Https://Github.Com/H5Py/H5Py/Issues/1076) To Allow The User To
Pass A Group Or A File (Which Is A Sub-Class Of Group) Into Save_Model
And Load_Model","[P] all save_model/load_model to accept h5py.Group (#10912)

* ENH: allow save_model/load_model to accept h5py.Group

This is inspired by a bug report to
h5py (https://github.com/h5py/h5py/issues/1076) to allow the user to
pass a Group or a File (which is a sub-class of Group) into save_model
and load_model

* TST: also test passing in an h5py.Group","[P] all save_model/load_model to accept h5py.Group (#10912)

* ENH: allow save_model/load_model to accept h5py.Group

This is inspired by a bug report to
h5py (https://github.com/h5py/h5py/issues/1076) to allow the user to
pass a Group or a File (which is a sub-class of Group) into save_model
and load_model

* TST: also test passing in an h5py.Group"
keras,0,10603,b6bb0be10ad84d456bb1cea535a4a922d7f2e2c6,"Docstring Fixes### Summary

### Related Issues

### Pr Overview

- [N] This Pr Requires New Unit Tests [Y/N] (Make Sure Tests Are Included)
- [N] This Pr Requires To Update The Documentation [Y/N] (Make Sure The Docs Are Up-To-Date)
- [Y] This Pr Is Backwards Compatible [Y/N]
- [N] This Pr Changes The Current Api [Y/N] (All Api Changes Need To Be Approved By Fchollet)
","Add pr template (#10590)

* Add pr template

* Make uppercase to be consistent

* Change according to review","Add pr template (#10590)

* Add pr template

* Make uppercase to be consistent

* Change according to review"
keras,0,12414,c8b0e33c3edf7e1f70b2fbf60a250909c917d55e,"Added Markdown Formatting To Examples/Mnist_Acgan.Py<!--
Please Make Sure You'Ve Read And Understood Our Contributing Guidelines;
Https://Github.Com/Keras-Team/Keras/Blob/Master/Contributing.Md
-->

### Summary
This Pr Adds Markdown Formatting To `Examples/Mnist_Acgan.Py`.
Result:
![Mnist_Acgan1](Https://User-Images.Githubusercontent.Com/3424796/53971726-55Abd300-40F5-11E9-85A9-Ccae5A61Bcbe.Png)
![Mnist_Acgan2](Https://User-Images.Githubusercontent.Com/3424796/53971727-55Abd300-40F5-11E9-8Dde-49153Ec6A34B.Png)

### Related Issues
#12219 
### Pr Overview

- [ ] This Pr Requires New Unit Tests [Y/N] (Make Sure Tests Are Included)
- [ ] This Pr Requires To Update The Documentation [Y/N] (Make Sure The Docs Are Up-To-Date)
- [X] This Pr Is Backwards Compatible [Y/N]
- [ ] This Pr Changes The Current Api [Y/N] (All Api Changes Need To Be Approved By Fchollet)
","Tf 2: fix optimizer weights naming collision issue (#12466)

* rem get_session() call from multi gpu utils

* tiny fix

* optimizer fixes

* fix tempfile

* rem os.remove

* rem tmpdir

* ws fix","Tf 2: fix optimizer weights naming collision issue (#12466)

* rem get_session() call from multi gpu utils

* tiny fix

* optimizer fixes

* fix tempfile

* rem os.remove

* rem tmpdir

* ws fix"
keras,0,11508,9148325b9ca9edf94aaebd453b3cf86dba2ef99a,"Bug Fix: Can'T Use Code Blocks In Multiple Sections In Docstrings.### Summary

Having Blocks Of Code In Multiple Sections Of The Same Docstring Breaks The Rendering Of The Documentation. To See Exactly What I Mean, See The Test Which I Added.

### Related Issues

### Pr Overview

The Problem Came From This Line:
Https://Github.Com/Keras-Team/Keras/Blob/267Ccbb4A76913680F4Db6B400E05Dea7Aa84Db7/Docs/Autogen.Py#L456

Because The `Replace` Was Used On The Full Docstring (Not The Slice Of The Docstring Correnponding To The Section Being Worked On), Even Code Blocks Which Were In Other Sections Were Replaced.

So As The Parser Progressed, Some Code Blocks Were Replaced Multiple Times, And The Parser Lost The Content Of The Last Blocks Of Code, Because The Parser Only Remember What It Just Replaced. 
See This Line Which Does It: Https://Github.Com/Keras-Team/Keras/Blob/267Ccbb4A76913680F4Db6B400E05Dea7Aa84Db7/Docs/Autogen.Py#L453

When We Arrive At This Line For The Last Code Block, The Code Isn'T There, Only The Marker. So The Marker Gets Saved Instead Of `$Code_Block_%D`. 

Feel Free To Use A Debugger To Understand What I Mean. I Hope I Was Clear Enough. I Advise The Reviewer To Be Very Careful, As This Pr Can Potentially Break Many Pages In The Docs. I Checked Most Of Them, But Well... We Never Know.

- [ ] This Pr Requires New Unit Tests [Y/N] (Make Sure Tests Are Included)
- [ ] This Pr Requires To Update The Documentation [Y/N] (Make Sure The Docs Are Up-To-Date)
- [X] This Pr Is Backwards Compatible [Y/N]
- [ ] This Pr Changes The Current Api [Y/N] (All Api Changes Need To Be Approved By Fchollet)
","Bug fix: Batch dot (#11458)

* rewrite batch dot for cntk

* tf batch dot minor fix

* better tests

* pep8

* minor fix

* rewrite tf batch_dot

* docstrings

* rem print

* typo

* update to latest cntk

* add batch_dot(var, var) support

* fix theano batch_dot for 2d inputs

* fix batch_dot in ref ops

* better handling of none axis

* docstring fix

* fix comment

* changes for @gabrieldemarmiesse

* ws fix

Co-Authored-By: farizrahman4u <farizrahman4u@gmail.com>","Bug fix: Batch dot (#11458)

* rewrite batch dot for cntk

* tf batch dot minor fix

* better tests

* pep8

* minor fix

* rewrite tf batch_dot

* docstrings

* rem print

* typo

* update to latest cntk

* add batch_dot(var, var) support

* fix theano batch_dot for 2d inputs

* fix batch_dot in ref ops

* better handling of none axis

* docstring fix

* fix comment

* changes for @gabrieldemarmiesse

* ws fix

Co-Authored-By: farizrahman4u <farizrahman4u@gmail.com>"
keras,0,12348,de36e0426d4f01216653979af4beb0481a1b2735,"Type Check For `K.Set_Epsilon`<!--
Please Make Sure You'Ve Read And Understood Our Contributing Guidelines;
Https://Github.Com/Keras-Team/Keras/Blob/Master/Contributing.Md
-->

### Summary
Add Type Check When Setting Epsilon.
### Related Issues

### Pr Overview

- [N] This Pr Requires New Unit Tests [Y/N] (Make Sure Tests Are Included)
- [N] This Pr Requires To Update The Documentation [Y/N] (Make Sure The Docs Are Up-To-Date)
- [Y] This Pr Is Backwards Compatible [Y/N]
- [N] This Pr Changes The Current Api [Y/N] (All Api Changes Need To Be Approved By Fchollet)
","update deprecated tensorflow casting (#12367)

* update deprecated tensorflow casting

* Fix PEP8","update deprecated tensorflow casting (#12367)

* update deprecated tensorflow casting

* Fix PEP8"
