label,Issue_KEY,Commit_SHA,Issue_Text,Commit_Text,Commit_Code
1,LOG4NET-88,674ee22c3559786e2f28f0e84e4670d46f72a791,"[PATCH] to AdoNetAppender.cs to support .NET 2.0 connectionStrings configuration section This is a patch for [LOG4NET-78] https://issues.apache.org/jira/browse/LOG4NET-78.  This adds a new ""connectionStringName"" attribute (and corresponding ConnectionStringName) property to the AdoNetAppender class.  This is a reference to a connection string within the <ConnectionStrings> section of an App.config or Web.config file.

The choice of name ""connectionStringName"" is consistent with the naming that Microsoft uses in the various Providers such as SqlMembershipProvider.

I made sure to put this code in between #if NET_2_0 blocks. However, the patch does not include the required change to the log4net.csproj file which needs to reference the System.Configuration.dll (C:\WINDOWS\Microsoft.NET\Framework\v2.0.50727\System.configuration.dll) assembly.  

This is a .NET 2.0 only assembly so I was unsure how to add a conditional compilation element so that the project reference would not break log4net for .NET 1.0 and .NET 1.1.  

If there is a better way to do so, please let me know!",Fix for LOG4NET-88. Added ConnectionStringName and AppSettingsKey properties to make it easier to use connection strings stored in well-known locations., MODIFY AdoNetAppender.csAdoNetAppender ResolveConnectionString AdoNetAppender InitializeDatabaseConnection
1,LOG4NET-301,d78a5f8331dad60de277fecda43205412ccb464a,"Unit tests fail on a clean checkout on .NET 2.0 using NAnt Blocker as it makes validating patches hard if the unit tests fail.

Log of running nant inside the tests directory will be attached.",RemotingAppenderTest fails on very first test because of timing issues - at least on my machine.  Avoid problems by waiting a bit longer.  LOG4NET-301 and LOG4NET-265, MODIFY RemotingAppenderTest.csRemotingAppenderTest TestFullFix RemotingAppenderTest TestPartialFix RemotingAppenderTest TestRemotedMessage RemotingAppenderTest TestRemotedMessageNdcPushPop
0,LOG4NET-38,e1c9c3b7bb26b3564062859a86b38b793048548a,"EventLogAppender: Add support for setting the Category on Event Log messages. The EventLog supports Categories for each message. A category is a short integer.

This could either be implemented as a fixed category value defined on the appender at config time, or as a value read from the LoggingEvent properties. The second option is more flexible as it allows the category to be specified for each message, a default category could still be specified in the appender configuration to allow for scenario 1 as well.",FixingTest failed when rerunning tests in NUnit GUI without reloading the DLL.  Related to LOG4NET-301, MODIFY FixingTest.csFixingTest TestAllFixedValues FixingTest FixingTest FixingTest TestUnfixedValues FixingTest AssertExpectedLoggingEvent FixingTest CreateRepository FixingTest TestNoFixedValues
1,LOG4NET-301,09f7293056e8abf36655537318384e9bd0ff5c9e,"Unit tests fail on a clean checkout on .NET 2.0 using NAnt Blocker as it makes validating patches hard if the unit tests fail.

Log of running nant inside the tests directory will be attached.","ThreadContextTest and PatternLayoutTest influence each other via contexts, reset the contexts.  LOG4NET-301", MODIFY ThreadContextTest.csThreadContextTest TestThreadStackPattern2 ThreadContextTest TestThreadPropertiesPattern ThreadContextTest TestBackgroundThreadContextProperty ThreadContextTest TearDown ThreadContextTest TestThreadStackPattern ThreadContextTest TestThreadStackPatternNullVal2 ThreadContextTest ExecuteBackgroundThread ThreadContextTest TestThreadStackPatternNullVal MODIFY PatternLayoutTest.csPatternLayoutTest TestGlobalPropertiesPattern PatternLayoutTest TestThreadPropertiesPattern PatternLayoutTest TearDown MODIFY Utils.csUtils RemovePropertyFromAllContexts
0,LOG4NET-111,0b84492f43c8c769e7453e675f111b56e5263712,Project metadata for projects.apache.org projects.apache.org is a catalog of Apache projects that is generated from project supplied metadata.  This issue requests adding a metadata file to the log4net repository to allow log4net to appear in projects.apache.org alongside log4j and log4cxx.,"Fix for LOG4NET-98.
Updated all source, build and doc files to use new Apache source headers as per http://www.apache.org/legal/src-headers.html", MODIFY NOTICE.txt MODIFY contributing.html MODIFY downloads.html MODIFY history.html MODIFY index.html MODIFY license.html MODIFY building.html MODIFY config-examples.html MODIFY example-apps.html MODIFY faq.html MODIFY features.html MODIFY framework-support.html MODIFY chainsaw.html MODIFY index.html MODIFY configuration.html MODIFY contexts.html MODIFY internals.html MODIFY introduction.html MODIFY plugins.html MODIFY repositories.html MODIFY release-notes.html MODIFY roadmap.html MODIFY support.html MODIFY nant.build MODIFY nant.config MODIFY AssemblyInfo.cs MODIFY NotLogging.cs MODIFY nant.build MODIFY nant.config MODIFY nant.build MODIFY nant.config MODIFY nant.build MODIFY nant.config MODIFY AssemblyInfo.cs MODIFY Math.cs MODIFY nant.build MODIFY nant.config MODIFY nant.build MODIFY nant.config MODIFY AssemblyInfo.cs MODIFY EntryPoint.cs MODIFY nant.build MODIFY nant.config MODIFY nant.build MODIFY nant.config MODIFY AssemblyInfo.cs MODIFY Math.cs MODIFY nant.build MODIFY nant.config MODIFY nant.build MODIFY nant.config MODIFY nant.build MODIFY nant.config MODIFY AssemblyInfo.cs MODIFY LoggingExample.cs MODIFY nant.build MODIFY nant.config MODIFY nant.build MODIFY nant.config MODIFY nant.build MODIFY nant.config MODIFY nant.build MODIFY nant.config MODIFY nant.build MODIFY nant.config MODIFY nant.build MODIFY nant.config MODIFY AsyncAppender.cs MODIFY FastDbAppender.cs MODIFY FireEventAppender.cs MODIFY MessageBoxAppender.cs MODIFY MessageObjectExpanderAppender.cs MODIFY MsmqAppender.cs MODIFY PatternFileAppender.cs MODIFY SimpleSmtpAppender.cs MODIFY AssemblyInfo.cs MODIFY LoggingExample.cs MODIFY nant.build MODIFY nant.config MODIFY nant.build MODIFY nant.config MODIFY AssemblyInfo.cs MODIFY IWmiBoundEvent.cs MODIFY WmiAppender.cs MODIFY WmiInstaller.cs MODIFY WmiLayout.cs MODIFY WmiLoggingEvent.cs MODIFY nant.build MODIFY nant.config MODIFY nant.build MODIFY nant.config MODIFY nant.build MODIFY nant.config MODIFY AssemblyInfo.cs MODIFY EventIDLogApp.cs MODIFY nant.build MODIFY nant.config MODIFY nant.build MODIFY nant.config MODIFY AssemblyInfo.cs MODIFY TraceLogApp.cs MODIFY nant.build MODIFY nant.config MODIFY nant.build MODIFY nant.config MODIFY nant.build MODIFY nant.config MODIFY AssemblyInfo.cs MODIFY ForwardingLayout.cs MODIFY LineWrappingLayout.cs MODIFY LoggingExample.cs MODIFY nant.build MODIFY nant.config MODIFY nant.build MODIFY nant.config MODIFY nant.build MODIFY nant.config MODIFY AssemblyInfo.cs MODIFY NotLogging.cs MODIFY nant.build MODIFY nant.config MODIFY nant.build MODIFY nant.config MODIFY AssemblyInfo.vb MODIFY NotLogging.vb MODIFY nant.build MODIFY nant.config MODIFY nant.build MODIFY nant.config MODIFY AssemblyInfo.cs MODIFY RemotingClient.cs MODIFY nant.build MODIFY nant.config MODIFY nant.build MODIFY nant.config MODIFY AssemblyInfo.cs MODIFY RemotingServer.cs MODIFY nant.build MODIFY nant.config MODIFY nant.build MODIFY nant.config MODIFY nant.build MODIFY nant.config MODIFY AssemblyInfo.cs MODIFY Math.cs MODIFY nant.build MODIFY nant.config MODIFY nant.build MODIFY nant.config MODIFY AssemblyInfo.vb MODIFY Math.vb MODIFY nant.build MODIFY nant.config MODIFY AssemblyInfo.cs MODIFY EntryPoint.cs MODIFY nant.build MODIFY nant.config MODIFY nant.build MODIFY nant.config MODIFY AssemblyInfo.vb MODIFY EntryPoint.vb MODIFY nant.build MODIFY nant.config MODIFY AssemblyInfo.cs MODIFY Math.cs MODIFY nant.build MODIFY nant.config MODIFY nant.build MODIFY nant.config MODIFY AssemblyInfo.vb MODIFY Math.vb MODIFY nant.build MODIFY nant.config MODIFY nant.build MODIFY nant.config MODIFY AssemblyInfo.cs MODIFY LoggingExample.cs MODIFY nant.build MODIFY nant.config MODIFY nant.build MODIFY nant.config MODIFY AssemblyInfo.vb MODIFY LoggingExample.vb MODIFY nant.build MODIFY nant.config MODIFY AssemblyInfo.cs MODIFY AssemblyVersionInfo.cs MODIFY Global.asax.cs MODIFY WebForm1.aspx.cs MODIFY nant.build MODIFY nant.config MODIFY nant.build MODIFY nant.config MODIFY AssemblyInfo.vb MODIFY AssemblyVersionInfo.vb MODIFY Global.asax.vb MODIFY WebForm1.aspx.vb MODIFY nant.build MODIFY nant.config MODIFY nant.build MODIFY nant.config MODIFY nant.build MODIFY nant.config MODIFY AssemblyInfo.js MODIFY Math.js MODIFY nant.build MODIFY nant.config MODIFY nant.build MODIFY nant.config MODIFY AssemblyInfo.js MODIFY EntryPoint.js MODIFY nant.build MODIFY nant.config MODIFY nant.build MODIFY nant.config MODIFY AssemblyInfo.js MODIFY Math.js MODIFY nant.build MODIFY nant.config MODIFY nant.build MODIFY nant.config MODIFY nant.build MODIFY nant.config MODIFY AssemblyInfo.cpp MODIFY ConsoleApp.cpp MODIFY nant.build MODIFY nant.config MODIFY AssemblyInfo.js MODIFY LoggingExample.js MODIFY nant.build MODIFY nant.config MODIFY nant.build MODIFY nant.config MODIFY nant.build MODIFY nant.config MODIFY nant.build MODIFY nant.config MODIFY nant.build MODIFY nant.config MODIFY AssemblyInfo.cs MODIFY EntryPoint.cs MODIFY LoggingExample.cs MODIFY nant.build MODIFY nant.config MODIFY nant.build MODIFY nant.config MODIFY AssemblyInfo.vb MODIFY EntryPoint.vb MODIFY LoggingExample.vb MODIFY nant.build MODIFY nant.config MODIFY nant.build MODIFY nant.config MODIFY nant.build MODIFY nant.config MODIFY nant.build MODIFY nant.config MODIFY AssemblyInfo.cs MODIFY Math.cs MODIFY nant.build MODIFY nant.config MODIFY nant.build MODIFY nant.config MODIFY AssemblyInfo.cs MODIFY EntryPoint.cs MODIFY nant.build MODIFY nant.config MODIFY nant.build MODIFY nant.config MODIFY AssemblyInfo.cs MODIFY Math.cs MODIFY nant.build MODIFY nant.config MODIFY nant.build MODIFY nant.config MODIFY nant.build MODIFY nant.config MODIFY AssemblyInfo.js MODIFY LoggingExample.js MODIFY nant.build MODIFY nant.config MODIFY nant.build MODIFY nant.config MODIFY nant.build MODIFY nant.config MODIFY nant.build MODIFY nant.config MODIFY nant.build MODIFY nant.config MODIFY nant.build MODIFY nant.config MODIFY AssemblyInfo.cs MODIFY EventIDLogImpl.cs MODIFY EventIDLogManager.cs MODIFY IEventIDLog.cs MODIFY nant.build MODIFY nant.config MODIFY nant.build MODIFY nant.config MODIFY AssemblyInfo.cs MODIFY MarshalByRefLogImpl.cs MODIFY MarshalByRefLogManager.cs MODIFY nant.build MODIFY nant.config MODIFY nant.build MODIFY nant.config MODIFY AssemblyInfo.cs MODIFY ITraceLog.cs MODIFY TraceLogImpl.cs MODIFY TraceLogManager.cs MODIFY nant.build MODIFY nant.config MODIFY nant.build MODIFY nant.config MODIFY nant.build MODIFY nant.config MODIFY log4net-sdk.ndoc MODIFY log4net.build MODIFY log4net.include MODIFY AdoNetAppender.cs MODIFY AnsiColorTerminalAppender.cs MODIFY AppenderCollection.cs MODIFY AppenderSkeleton.cs MODIFY AspNetTraceAppender.cs MODIFY BufferingAppenderSkeleton.cs MODIFY BufferingForwardingAppender.cs MODIFY ColoredConsoleAppender.cs MODIFY ConsoleAppender.cs MODIFY DebugAppender.cs MODIFY EventLogAppender.cs MODIFY FileAppender.cs MODIFY ForwardingAppender.cs MODIFY IAppender.cs MODIFY IBulkAppender.cs MODIFY LocalSyslogAppender.cs MODIFY MemoryAppender.cs MODIFY NetSendAppender.cs MODIFY OutputDebugStringAppender.cs MODIFY RemoteSyslogAppender.cs MODIFY RemotingAppender.cs MODIFY RollingFileAppender.cs MODIFY SmtpAppender.cs MODIFY SmtpPickupDirAppender.cs MODIFY TelnetAppender.cs MODIFY TextWriterAppender.cs MODIFY TraceAppender.cs MODIFY UdpAppender.cs MODIFY AssemblyInfo.cs MODIFY AssemblyVersionInfo.cpp MODIFY AssemblyVersionInfo.cs MODIFY AssemblyVersionInfo.js MODIFY AssemblyVersionInfo.vb MODIFY AliasDomainAttribute.cs MODIFY AliasRepositoryAttribute.cs MODIFY BasicConfigurator.cs MODIFY ConfiguratorAttribute.cs MODIFY DOMConfigurator.cs MODIFY DOMConfiguratorAttribute.cs MODIFY DomainAttribute.cs MODIFY Log4NetConfigurationSectionHandler.cs MODIFY PluginAttribute.cs MODIFY RepositoryAttribute.cs MODIFY SecurityContextProviderAttribute.cs MODIFY XmlConfigurator.cs MODIFY XmlConfiguratorAttribute.cs MODIFY CompactRepositorySelector.cs MODIFY DefaultRepositorySelector.cs MODIFY ErrorCode.cs MODIFY ExceptionEvaluator.cs MODIFY IAppenderAttachable.cs MODIFY IErrorHandler.cs MODIFY IFixingRequired.cs MODIFY ILogger.cs MODIFY ILoggerWrapper.cs MODIFY IOptionHandler.cs MODIFY IRepositorySelector.cs MODIFY ITriggeringEventEvaluator.cs MODIFY Level.cs MODIFY LevelCollection.cs MODIFY LevelEvaluator.cs MODIFY LevelMap.cs MODIFY LocationInfo.cs MODIFY LogException.cs MODIFY LogImpl.cs MODIFY LoggerManager.cs MODIFY LoggerWrapperImpl.cs MODIFY LoggingEvent.cs MODIFY SecurityContext.cs MODIFY SecurityContextProvider.cs MODIFY WrapperMap.cs MODIFY AbsoluteTimeDateFormatter.cs MODIFY DateTimeDateFormatter.cs MODIFY IDateFormatter.cs MODIFY Iso8601DateFormatter.cs MODIFY SimpleDateFormatter.cs MODIFY DenyAllFilter.cs MODIFY FilterDecision.cs MODIFY FilterSkeleton.cs MODIFY IFilter.cs MODIFY LevelMatchFilter.cs MODIFY LevelRangeFilter.cs MODIFY LoggerMatchFilter.cs MODIFY MdcFilter.cs MODIFY NdcFilter.cs MODIFY PropertyFilter.cs MODIFY StringMatchFilter.cs MODIFY GlobalContext.cs MODIFY ILog.cs MODIFY ExceptionLayout.cs MODIFY ILayout.cs MODIFY IRawLayout.cs MODIFY Layout2RawLayoutAdapter.cs MODIFY LayoutSkeleton.cs MODIFY AppDomainPatternConverter.cs MODIFY AspNetCachePatternConverter.cs MODIFY AspNetContextPatternConverter.cs MODIFY AspNetPatternConverter.cs MODIFY AspNetRequestPatternConverter.cs MODIFY AspNetSessionPatternConverter.cs MODIFY DatePatternConverter.cs MODIFY ExceptionPatternConverter.cs MODIFY FileLocationPatternConverter.cs MODIFY FullLocationPatternConverter.cs MODIFY IdentityPatternConverter.cs MODIFY LevelPatternConverter.cs MODIFY LineLocationPatternConverter.cs MODIFY LoggerPatternConverter.cs MODIFY MessagePatternConverter.cs MODIFY MethodLocationPatternConverter.cs MODIFY NamedPatternConverter.cs MODIFY NdcPatternConverter.cs MODIFY PatternLayoutConverter.cs MODIFY PropertyPatternConverter.cs MODIFY RelativeTimePatternConverter.cs MODIFY ThreadPatternConverter.cs MODIFY TypeNamePatternConverter.cs MODIFY UserNamePatternConverter.cs MODIFY UtcDatePatternConverter.cs MODIFY PatternLayout.cs MODIFY RawLayoutConverter.cs MODIFY RawPropertyLayout.cs MODIFY RawTimeStampLayout.cs MODIFY RawUtcTimeStampLayout.cs MODIFY SimpleLayout.cs MODIFY XMLLayout.cs MODIFY XMLLayoutBase.cs MODIFY XmlLayoutSchemaLog4j.cs MODIFY LogManager.cs MODIFY LogicalThreadContext.cs MODIFY MDC.cs MODIFY NDC.cs MODIFY DefaultRenderer.cs MODIFY IObjectRenderer.cs MODIFY RendererMap.cs MODIFY IPlugin.cs MODIFY IPluginFactory.cs MODIFY PluginCollection.cs MODIFY PluginMap.cs MODIFY PluginSkeleton.cs MODIFY RemoteLoggingServerPlugin.cs MODIFY DefaultLoggerFactory.cs MODIFY Hierarchy.cs MODIFY ILoggerFactory.cs MODIFY Logger.cs MODIFY LoggerKey.cs MODIFY ProvisionNode.cs MODIFY RootLogger.cs MODIFY XmlHierarchyConfigurator.cs MODIFY IBasicRepositoryConfigurator.cs MODIFY ILoggerRepository.cs MODIFY IXmlRepositoryConfigurator.cs MODIFY LoggerRepositorySkeleton.cs MODIFY ThreadContext.cs MODIFY AppenderAttachedImpl.cs MODIFY CompositeProperties.cs MODIFY ContextPropertiesBase.cs MODIFY CountingQuietTextWriter.cs MODIFY CyclicBuffer.cs MODIFY EmptyCollection.cs MODIFY EmptyDictionary.cs MODIFY FormattingInfo.cs MODIFY GlobalContextProperties.cs MODIFY LevelMapping.cs MODIFY LevelMappingEntry.cs MODIFY LogLog.cs MODIFY LogicalThreadContextProperties.cs MODIFY NativeError.cs MODIFY NullDictionaryEnumerator.cs MODIFY NullEnumerator.cs MODIFY NullSecurityContext.cs MODIFY OnlyOnceErrorHandler.cs MODIFY OptionConverter.cs MODIFY PatternConverter.cs MODIFY PatternParser.cs MODIFY PatternString.cs MODIFY AppDomainPatternConverter.cs MODIFY DatePatternConverter.cs MODIFY EnvironmentPatternConverter.cs MODIFY IdentityPatternConverter.cs MODIFY LiteralPatternConverter.cs MODIFY NewLinePatternConverter.cs MODIFY ProcessIdPatternConverter.cs MODIFY PropertyPatternConverter.cs MODIFY RandomStringPatternConverter.cs MODIFY UserNamePatternConverter.cs MODIFY UtcDatePatternConverter.cs MODIFY PropertiesDictionary.cs MODIFY ProtectCloseTextWriter.cs MODIFY QuietTextWriter.cs MODIFY ReadOnlyPropertiesDictionary.cs MODIFY ReaderWriterLock.cs MODIFY ReusableStringWriter.cs MODIFY SystemInfo.cs MODIFY SystemStringFormat.cs MODIFY TextWriterAdapter.cs MODIFY ThreadContextProperties.cs MODIFY ThreadContextStack.cs MODIFY ThreadContextStacks.cs MODIFY Transform.cs MODIFY BooleanConverter.cs MODIFY ConversionNotSupportedException.cs MODIFY ConverterRegistry.cs MODIFY EncodingConverter.cs MODIFY IConvertFrom.cs MODIFY IConvertTo.cs MODIFY IPAddressConverter.cs MODIFY PatternLayoutConverter.cs MODIFY PatternStringConverter.cs MODIFY TypeConverter.cs MODIFY TypeConverterAttribute.cs MODIFY WindowsSecurityContext.cs MODIFY nant.build MODIFY BufferingAppenderTest.cs MODIFY CountingAppender.cs MODIFY EventLogAppenderTest.cs MODIFY RemotingAppenderTest.cs MODIFY RollingFileAppenderTest.cs MODIFY StringAppender.cs MODIFY AssemblyInfo.cs MODIFY ThreadContextTest.cs MODIFY FixingTest.cs MODIFY ShutdownTest.cs MODIFY StringFormatTest.cs MODIFY Logger.cs MODIFY PatternLayoutTest.cs MODIFY XmlLayoutTest.cs MODIFY CyclicBufferTest.cs MODIFY PropertiesDictionaryTest.cs MODIFY RandomStringPatternConverterTest.cs MODIFY SystemInfoTest.cs MODIFY Utils.cs MODIFY contributing.xml MODIFY downloads.xml MODIFY history.xml MODIFY index.xml MODIFY license.xml MODIFY building.xml MODIFY config-examples.xml MODIFY example-apps.xml MODIFY faq.xml MODIFY features.xml MODIFY framework-support.xml MODIFY chainsaw.xml MODIFY index.xml MODIFY configuration.xml MODIFY contexts.xml MODIFY internals.xml MODIFY introduction.xml MODIFY plugins.xml MODIFY repositories.xml MODIFY release-notes.xml MODIFY roadmap.xml MODIFY project.xml MODIFY site.vsl MODIFY support.xml
0,LOG4NET-494,5f4c6b6c3a61b77f4bffa8e3bd8041fd6fb86068,"ArgumentOutOfRange with SQLite In AdoNetAppender.cs at line 561 :	
param.FormatValue(dbCmd, e);

In SQLite we need to call the Prepare function before FormatValue :
param.Prepare(dbCmd);

If Prepare not called, then SQLite generate an ArgumentOutOfRangeException because the parameters is not defined",LOG4NET-495: added buffering website test for the AdoNetAppender, MODIFY AdoNetAppenderTest.csAdoNetAppenderTest BufferingWebsiteExample AdoNetAppenderTest WebsiteExample
0,LOG4NET-155,a233bcb1bd3b771cf8bdf9c011f639f341d0a4a7,"Add TimeEvaluator Hello,

I'd like to submit this class. I find it handy together with RemotingAppender (or buffering appenders generally) where we don't want to send synchronously, but still want to have some timely feedback from the sites even if there is little logging.

A sample configuration would be:

    <appender name=""RemotingAppender"" type=""log4net.Appender.RemotingAppender"">
      <param name=""Sink"" value=""tcp://localhost:11111/LoggingSink"" />
      <param name=""Lossy"" value=""false"" />
      <param name=""BufferSize"" value=""500"" />
      <param name=""Fix"" value=""Partial"" />
      <evaluator type=""log4net.Core.TimeEvaluator"">
        <threshold value=""60""/>
      </evaluator>
    </appender>

I've taken the existing LevelEvaluator from Nicko Cadell as a template to build this class.

I've tried it and it worked, but haven't done any further testing.

Best regards and thanks for the great works!
Robert.",Fix for LOG4NET-168. Add ReplyTo property to SmtpAppender., MODIFY SmtpAppender.csSmtpAppender SendEmail
1,LOG4NET-154,9948907f69ce50a6a922ce7027b6c9e5098cb21b,"Add a StackTracePatternConverter to display method calls leading up to log message Modify LocationInfo to save StackTrace information and make it available as StackTracePatternConverter to display call stack leading up to the log message:

 log.Debug(""Item Saved"");
 
 [%stackTrace{3}] %message%newline

 [default_aspx.btnSubmit_Click > productController.Save > productService.Save] Item Saved

This will probably be a slow pattern converter on par with other LocationInfo derived pattern converters.",Applied additional patches for LOG4NET-154 to improve functionality of StackTracePatternConverter., ADD StackTraceDetailPatternConverter.csStackTraceDetailPatternConverter GetMethodInformation StackTraceDetailPatternConverter GetMethodParameterNames MODIFY StackTracePatternConverter.csStackTracePatternConverter Convert StackTracePatternConverter GetMethodInformation MODIFY PatternLayout.csPatternLayout PatternLayout MODIFY PatternLayoutTest.csPatternLayoutTest TestStackTracePattern
0,LOG4NET-379,dbb13e771fb1da8ff024ecacfdcc1c74ce2243f4,"NullReferenceException in FileAppender when file is not filled. When I create a FileAppender without a filename and I call ActivateOptions(), a NullReferenceException is thrown. This is because the filename is first trimmed before the check whether the filename is null or not.","LOG4NET-318 add [SecuritySafeCritical] attribute to the Attach method of the RemoteLoggingServerPlugin

According to http://stackoverflow.com/questions/8297419/log4net-doesnt-pass-verification-when-compiling this should fix
the PEVerify issue reported.", MODIFY RemoteLoggingServerPlugin.cs
0,LOG4NET-310,8fa4d71a61c7e6e6d9e8d8adc47a22fceaf8bf37,"EventLogAppender's ActivateOptions throws SecurityException on Vista/Win2k3 and later when not run as administrator ActivateOptions uses EventLog.SourceExists which throws an exception of the source hasn't been found in any of the logs the user was allowed to read and there are others (in particular ""Security"") that the user is not allowed to access.

This is the reason of one of the unit test errors I reported in LOG4NET-301

Even if the code catches the exception and assumes the source doesn't exist this won't help as EventLog.CreateEventSource must not be called without administrator privileges either.

",Fix race-condition in XmlLayoutBase. LOG4NET-76, MODIFY XMLLayoutBase.csXmlLayoutBase Format
0,LOG4NET-376,cca252c3090b1e8091d61ffdd0e97835146db31a,"Race condition in AbsoluteTimeDateFormatter AbsoluteTimeDateFormatter's caching of the ""to the second"" timestamp string is not thread-safe.  It is possible for one thread to clear the check (that this timestamp matches the currently cached ""to the second"" timestamp), but then end up using an incorrect ""to the second"" timestamp string if another thread has changed it in the meantime.

In our organization, we see this bug fairly regularly because we have a mix of ""real time"" loggers that immediately write out log lines and ""batching"" loggers that defer logging to a background task that runs every second.  We therefore regularly see log lines where the timestamp is off by a second or two.

The following unit tests demonstrates the bug:

    [TestFixture]
    [Explicit]
    public class Log4netTimestampBug
    {
        /// <summary>
        /// This test demonstrates a bug with the log4net default time formatter (Iso8601DateFormatter)
        /// where the logged timestamp can be seconds off from the actual input timestamp
        /// The bug is caused to a race condition in the base class AbsoluteTimeDateFormatter
        /// because this class caches the timestamp string to the second but it is possible for
        /// the timestamp as written by a different thread to ""sneak in"" and be used by another
        /// thread erroneously (the checking and usage of this string is not done under a lock, only
        /// its modification) 
        /// </summary>
        [Test]
        public void Test()
        {
            var now = DateTime.Now;
            var times = Enumerable.Range(1, 1000000).Select(i => now.AddMilliseconds(i)).ToList();

            var sb1 = new StringBuilder();
            var sb2 = new StringBuilder();

            var task1 = Task.Run(() => WriteAllTheTimes(times, new StringWriter(sb1)));
            var task2 = Task.Delay(50).ContinueWith(t => WriteAllTheTimes(times, new StringWriter(sb2)));

            Task.WaitAll(task1, task2);

            var task1Strings = GetTimeStrings(sb1);
            var task2Strings = GetTimeStrings(sb2);

            var diffs = Enumerable.Range(0, times.Count).Where(i => task1Strings[i] != task2Strings[i]).ToList();

            Console.WriteLine(""found {0} instances where the formatted timestamps are not the same"", diffs.Count);
            Console.WriteLine();

            var diffToLookAt = diffs.FirstOrDefault(i => i - 10 > 0 && i + 10 < times.Count);
            if (diffToLookAt != 0)
            {
                Console.WriteLine(""Example Diff:"");
                Console.WriteLine();
                Console.WriteLine(""Index     Original Timestamp        Task 1 Format             Task 2 Format"");
                for (int i = diffToLookAt - 10; i < diffToLookAt + 10; i++)
                {
                    Console.WriteLine(""{0,-7}   {1}   {2}   {3}   {4}"", i, times[i].ToString(""yyyy-MM-dd HH:mm:ss,fff""),
                                      task1Strings[i], task2Strings[i], i == diffToLookAt ? ""**** DIFF HERE ****"" : """");
                }
            }

            CollectionAssert.AreEqual(task1Strings, task2Strings);
        }

        private static List<string> GetTimeStrings(StringBuilder sb1)
        {
            return sb1.ToString().Split(new[] {'\r', '\n'}, StringSplitOptions.RemoveEmptyEntries).ToList();
        }

        private static void WriteAllTheTimes(IEnumerable<DateTime> times,
                                             TextWriter writer)
        {
            var formatter = new Iso8601DateFormatter();
            foreach (var t in times)
            {
                formatter.FormatDate(t, writer);
                writer.WriteLine();
            }
        }
    }




",LOG4NET-455 make code compile on .NET 2.0, MODIFY LogicalThreadContextProperties.csLogicalThreadContextProperties Clear LogicalThreadContextProperties Remove MODIFY LogicalThreadContextStack.csLogicalThreadContextStack Push LogicalThreadContextStack AutoPopStackFrame Dispose LogicalThreadContextStack Pop
0,LOG4NET-311,11937dbfde7b4765e3cf336c6f0ba3d5c5ad95ab,"MinimalLock and AppendToFile=false don't work together in trunk's FileAppender As part of adding the MutextLock with LOG4NET-164 the logic that open the file has been factored out into a method of the base class of all locking models.  The line that sets MinimalLock's m_append to true after opening the file has been lost on the way.

This is responsible for two of the unit tests errors reported in LOG4NET-301.","Add reporting (namely RAT), populate team list in POM, remove contributors list from landing page, address some of the branding requirements.  LOG4NET-275", MODIFY pom.xml MODIFY site.xml MODIFY index.xml
0,LOG4NET-76,09f7293056e8abf36655537318384e9bd0ff5c9e,"TextWriterAdapter is not thread safe When logging using the XmlAppender, our company application can generate overlapping appender calls.  TextWriterAppender is not thread safe.

","ThreadContextTest and PatternLayoutTest influence each other via contexts, reset the contexts.  LOG4NET-301", MODIFY ThreadContextTest.csThreadContextTest TestThreadStackPattern2 ThreadContextTest TestThreadPropertiesPattern ThreadContextTest TestBackgroundThreadContextProperty ThreadContextTest TearDown ThreadContextTest TestThreadStackPattern ThreadContextTest TestThreadStackPatternNullVal2 ThreadContextTest ExecuteBackgroundThread ThreadContextTest TestThreadStackPatternNullVal MODIFY PatternLayoutTest.csPatternLayoutTest TestGlobalPropertiesPattern PatternLayoutTest TestThreadPropertiesPattern PatternLayoutTest TearDown MODIFY Utils.csUtils RemovePropertyFromAllContexts
0,LOG4NET-158,289a3f2a030c75e6fb0912f2c0c22021848d587c,"XMLConfigurator.ConfigureAndWatch() leaks resources if called multiple times If XMLConfigurator.ConfigureAndWatch() is called multiple times within an AppDomain, each time it is called it leaks a Win32 file  handle (possibly from a FileSystemWatcher object not being disposed?) to the folder containing the previous configuration file it was watching.

Desired behavior would be to release the handle to the folder containing the previous configuration file.",Fix for LOG4NET-140. Improve documentation for IFixingRequired to explain how data can be evaluated immediately when a logging event is created or delayed until being written to an appender., MODIFY LoggingEvent.cs MODIFY contexts.xml
0,LOG4NET-148,a06839a335c7f13c865ee4bfb30982f67a2a63b9,"ThreadContext uses LocalDataStore to store ThreadSpecific data instead should be using  [ThreadStatic] variables. According to this article (http://blogs.msdn.com/junfeng/archive/2005/12/31/508423.aspx) and production issues encountered: using LocalDataStore is not a scalable approach for any web server that gets a significant amount of traffic.

The ThreadContext object should be modified to use [ThreadStatic] variables.

From the article:
The Whidbey RTM implementation of Thread.GetData/Thread.SetData has several scalability issues caused by global locks being taken. The appdomain-global lock taken in LocalDataStore.SetData is one of them. There is another global lock taken in ThreadNative::GetDomainLocalStore that is even worse since it is process-global.

The best workaround is to use [ThreadStatic] variables instead of Thread.GetData/Thread.SetData",LOG4NET-354 added a configuration option that allows to configure the subject and body encoding, MODIFY SmtpAppender.csSmtpAppender SendEmail
